invoice_id,customer_id,invoice_date,due_date,amount,segment,payment_terms_days,prior_late_rate,prior_avg_delay_days,dispute_flag,days_since_last_payment,macro_pressure,late_30
INV0019919,C01329,2024-02-11,2024-03-27,2625.59,Mid-market,45,0.4577,19.99,1,24.3,0.0,1
INV0000631,C01068,2024-02-12,2024-04-12,13174.34,Enterprise,60,0.0107,10.11,0,13.5,0.0,0
INV0000846,C01829,2024-02-12,2024-03-28,1753.6,Mid-market,45,0.2206,8.15,0,21.0,0.0,0
INV0000898,C00541,2024-02-12,2024-04-12,1102.08,Mid-market,60,0.1058,12.96,0,7.6,0.0,1
INV0003986,C00149,2024-02-12,2024-03-28,2697.12,SMB,45,0.0032,0.47,0,17.2,0.0,0
INV0005220,C02469,2024-02-12,2024-03-13,12444.77,SMB,30,0.3089,11.52,0,26.6,0.0,0
INV0005974,C00350,2024-02-12,2024-03-13,12652.25,Mid-market,30,0.6613,21.02,1,33.2,0.0,1
INV0006124,C00949,2024-02-12,2024-03-13,26284.29,Enterprise,30,0.2705,4.2,0,16.3,0.0,0
INV0006197,C01633,2024-02-12,2024-03-28,2577.22,SMB,45,0.1166,0.0,0,6.4,0.0,1
INV0006969,C00432,2024-02-12,2024-03-13,159.27,SMB,30,0.1758,0.51,0,11.2,0.0,0
INV0007588,C00461,2024-02-12,2024-02-27,630.53,SMB,15,0.12,0.0,0,12.6,0.0,1
INV0008553,C00352,2024-02-12,2024-04-12,14916.87,SMB,60,0.163,5.82,0,8.4,0.0,0
INV0009214,C02172,2024-02-12,2024-03-28,2058.02,SMB,45,0.217,9.82,0,20.0,0.0,0
INV0009313,C00789,2024-02-12,2024-04-12,1932.82,SMB,60,0.0,0.0,0,29.2,0.0,0
INV0010325,C01582,2024-02-12,2024-03-28,3850.73,Mid-market,45,0.0,0.0,0,5.1,0.0,0
INV0010657,C01020,2024-02-12,2024-03-28,349.36,SMB,45,0.3305,13.18,0,56.0,0.0,0
INV0010811,C01878,2024-02-12,2024-03-13,11467.3,Mid-market,30,0.5731,25.9,0,51.1,0.0,0
INV0013608,C01941,2024-02-12,2024-03-28,14262.14,Mid-market,45,0.2437,14.15,1,20.5,0.0,0
INV0014381,C00178,2024-02-12,2024-03-28,862.2,SMB,45,0.182,0.0,0,25.7,0.0,0
INV0014532,C00827,2024-02-12,2024-03-13,5681.74,Mid-market,30,0.3409,17.52,0,17.4,0.0,1
INV0014843,C01195,2024-02-12,2024-03-13,1452.53,SMB,30,0.0,0.0,0,16.8,0.0,0
INV0015153,C02225,2024-02-12,2024-03-13,772.54,Mid-market,30,0.0821,3.14,0,15.2,0.0,0
INV0016329,C01982,2024-02-12,2024-03-28,1134.71,SMB,45,0.3836,18.04,0,23.8,0.0,1
INV0018193,C00894,2024-02-12,2024-03-13,2251.28,Mid-market,30,0.1799,1.18,0,19.4,0.0,0
INV0019634,C01709,2024-02-12,2024-02-27,5873.55,Mid-market,15,0.4347,13.32,0,39.3,0.0,0
INV0000019,C00130,2024-02-13,2024-03-29,16514.04,Enterprise,45,0.2663,7.49,0,35.1,0.0,1
INV0001069,C01639,2024-02-13,2024-03-14,503.93,SMB,30,0.5365,30.63,0,34.2,0.0,0
INV0002125,C01030,2024-02-13,2024-03-14,2141.08,SMB,30,0.0242,3.71,0,58.8,0.0,0
INV0003244,C02439,2024-02-13,2024-03-14,2258.73,SMB,30,0.0,0.1,0,30.0,0.0,0
INV0004290,C01215,2024-02-13,2024-03-14,3891.03,SMB,30,0.1534,1.05,0,13.6,0.0,0
INV0004598,C00508,2024-02-13,2024-03-14,6993.57,Mid-market,30,0.287,15.45,0,20.4,0.0,0
INV0005273,C00412,2024-02-13,2024-03-14,4124.82,Enterprise,30,0.2527,0.0,0,13.2,0.0,0
INV0010277,C01932,2024-02-13,2024-03-29,3226.91,SMB,45,0.209,1.29,0,23.6,0.0,0
INV0012317,C00472,2024-02-13,2024-03-14,959.5,SMB,30,0.3219,20.59,0,35.4,0.0,1
INV0012792,C02245,2024-02-13,2024-02-28,4587.32,Mid-market,15,0.4446,17.6,1,15.8,0.0,0
INV0013106,C01627,2024-02-13,2024-03-29,2744.48,SMB,45,0.1985,8.59,0,35.0,0.0,0
INV0014954,C02004,2024-02-13,2024-04-13,1052.85,SMB,60,0.0434,11.47,0,8.0,0.0,0
INV0016858,C02088,2024-02-13,2024-04-13,5856.26,Mid-market,60,0.0991,9.1,0,15.8,0.0,0
INV0016991,C00936,2024-02-13,2024-02-28,3073.17,SMB,15,0.2411,7.68,0,15.2,0.0,0
INV0017209,C01387,2024-02-13,2024-03-14,1617.76,SMB,30,0.3212,9.63,0,62.4,0.0,0
INV0017795,C01511,2024-02-13,2024-03-14,1296.98,Mid-market,30,0.0522,10.41,0,27.1,0.0,0
INV0018888,C02209,2024-02-13,2024-03-14,5603.16,SMB,30,0.3179,8.67,0,18.2,0.0,0
INV0019346,C02159,2024-02-13,2024-03-14,9743.82,Enterprise,30,0.0315,8.9,0,20.2,0.0,0
INV0000146,C00587,2024-02-14,2024-03-15,31973.37,SMB,30,0.079,6.51,0,5.2,0.0,0
INV0000567,C00182,2024-02-14,2024-03-15,13993.16,Enterprise,30,0.1651,10.66,0,26.5,0.0,0
INV0003280,C01966,2024-02-14,2024-03-15,11056.35,Mid-market,30,0.1782,1.31,0,3.8,0.0,0
INV0003621,C01621,2024-02-14,2024-03-15,6281.82,Enterprise,30,0.2259,3.25,1,17.7,0.0,0
INV0006537,C00651,2024-02-14,2024-03-15,4127.96,SMB,30,0.1465,0.0,0,20.3,0.0,0
INV0006822,C00316,2024-02-14,2024-03-15,5226.18,SMB,30,0.1455,9.62,0,32.1,0.0,0
INV0007456,C01079,2024-02-14,2024-03-15,3297.05,SMB,30,0.4766,15.03,0,51.8,0.0,0
INV0007917,C02022,2024-02-14,2024-02-29,4225.28,SMB,15,0.035,3.27,0,25.4,0.0,0
INV0009208,C00780,2024-02-14,2024-04-14,770.57,SMB,60,0.2393,11.0,0,23.4,0.0,0
INV0009322,C00452,2024-02-14,2024-03-15,3298.25,Enterprise,30,0.3426,22.7,0,24.2,0.0,0
INV0009828,C00457,2024-02-14,2024-03-15,256.96,Mid-market,30,0.1231,6.7,0,34.5,0.0,0
INV0010903,C00410,2024-02-14,2024-03-15,2420.9,SMB,30,0.3336,26.81,0,23.1,0.0,1
INV0011167,C00809,2024-02-14,2024-03-15,3436.16,Mid-market,30,0.0503,2.16,0,34.2,0.0,0
INV0011935,C02306,2024-02-14,2024-04-14,1491.49,SMB,60,0.2628,11.61,1,38.3,0.0,0
INV0013082,C01434,2024-02-14,2024-02-29,394.18,Mid-market,15,0.0,10.7,0,22.6,0.0,0
INV0013238,C02461,2024-02-14,2024-04-14,2576.81,SMB,60,0.1122,1.82,0,10.6,0.0,0
INV0015994,C01802,2024-02-14,2024-03-15,42585.17,Enterprise,30,0.2302,7.88,0,32.9,0.0,0
INV0016362,C00612,2024-02-14,2024-03-15,1175.98,Mid-market,30,0.0424,0.0,0,6.7,0.0,1
INV0016503,C02128,2024-02-14,2024-03-15,9812.25,Enterprise,30,0.2985,2.74,1,27.0,0.0,1
INV0016523,C01387,2024-02-14,2024-03-30,482.2,SMB,45,0.2639,8.33,0,49.5,0.0,1
INV0018218,C01073,2024-02-14,2024-03-15,1393.73,Mid-market,30,0.2157,13.43,0,24.1,0.0,1
INV0018913,C00111,2024-02-14,2024-04-14,5833.43,Mid-market,60,0.1972,9.06,0,23.4,0.0,0
INV0000392,C00589,2024-02-15,2024-03-16,2357.19,Mid-market,30,0.1015,0.0,0,25.5,0.0,0
INV0001187,C00229,2024-02-15,2024-03-16,2043.93,SMB,30,0.0,5.75,0,25.9,0.0,1
INV0001600,C00897,2024-02-15,2024-04-15,274.69,SMB,60,0.3486,13.91,0,15.6,0.0,1
INV0001982,C00984,2024-02-15,2024-03-16,2851.73,SMB,30,0.2922,10.66,0,34.5,0.0,0
INV0003080,C01991,2024-02-15,2024-03-31,24202.41,Enterprise,45,0.1878,12.56,0,46.0,0.0,0
INV0009459,C00654,2024-02-15,2024-03-16,926.87,SMB,30,0.3085,20.68,1,22.2,0.0,1
INV0009914,C01578,2024-02-15,2024-03-31,292.66,SMB,45,0.1616,13.61,0,18.2,0.0,0
INV0010565,C01562,2024-02-15,2024-03-16,10455.1,Mid-market,30,0.243,14.45,0,50.6,0.0,0
INV0012111,C01581,2024-02-15,2024-03-16,1807.49,SMB,30,0.5698,21.5,0,20.2,0.0,1
INV0012203,C01707,2024-02-15,2024-03-16,3730.73,Mid-market,30,0.432,10.36,0,16.2,0.0,0
INV0012311,C00205,2024-02-15,2024-03-31,1692.71,SMB,45,0.173,14.76,0,20.9,0.0,0
INV0012620,C01519,2024-02-15,2024-03-16,6062.1,Enterprise,30,0.4019,22.81,0,38.2,0.0,0
INV0013256,C01685,2024-02-15,2024-03-16,1413.89,SMB,30,0.1277,9.95,0,26.7,0.0,0
INV0013264,C00198,2024-02-15,2024-03-16,1183.79,Mid-market,30,0.5379,23.38,0,55.1,0.0,1
INV0013270,C00160,2024-02-15,2024-03-16,8845.48,Enterprise,30,0.2449,11.85,0,23.4,0.0,0
INV0018119,C00484,2024-02-15,2024-03-16,609.73,Mid-market,30,0.5884,26.02,0,17.7,0.0,1
INV0018808,C00755,2024-02-15,2024-03-16,1043.57,SMB,30,0.1978,6.29,0,13.3,0.0,0
INV0000822,C02341,2024-02-16,2024-03-17,2782.85,SMB,30,0.0482,7.47,0,30.3,0.0,0
INV0005106,C00813,2024-02-16,2024-03-17,756.1,SMB,30,0.4925,23.34,0,78.2,0.0,1
INV0006108,C00346,2024-02-16,2024-03-17,5630.78,SMB,30,0.8314,32.91,1,36.7,0.0,1
INV0007023,C02341,2024-02-16,2024-03-02,354.8,SMB,15,0.1255,5.96,0,15.3,0.0,0
INV0007358,C00920,2024-02-16,2024-03-17,3702.34,SMB,30,0.1554,0.0,0,11.3,0.0,0
INV0008241,C01716,2024-02-16,2024-03-17,3949.95,SMB,30,0.4573,20.56,0,17.2,0.0,0
INV0008983,C00813,2024-02-16,2024-03-17,1507.31,SMB,30,0.3829,11.8,0,20.8,0.0,0
INV0010660,C01856,2024-02-16,2024-04-16,959.27,Mid-market,60,0.4917,12.9,0,19.4,0.0,1
INV0011861,C00696,2024-02-16,2024-04-16,9223.0,SMB,60,0.2564,7.62,0,15.3,0.0,1
INV0012045,C02452,2024-02-16,2024-03-02,6187.53,Mid-market,15,0.2051,15.77,0,34.4,0.0,0
INV0012363,C00533,2024-02-16,2024-03-17,731.01,SMB,30,0.2571,3.87,0,13.3,0.0,0
INV0015643,C01481,2024-02-16,2024-04-01,1264.84,Mid-market,45,0.208,12.22,1,14.6,0.0,0
INV0018804,C00611,2024-02-16,2024-04-01,3174.38,SMB,45,0.0467,4.24,0,21.7,0.0,0
INV0018870,C01741,2024-02-16,2024-03-17,1756.53,SMB,30,0.1783,5.95,0,33.1,0.0,1
INV0000282,C01571,2024-02-17,2024-03-18,466.19,SMB,30,0.1256,6.37,0,20.2,0.0,0
INV0001397,C01693,2024-02-17,2024-04-02,13451.1,Mid-market,45,0.3519,22.21,0,20.1,0.0,0
INV0001593,C01985,2024-02-17,2024-03-18,2624.59,Mid-market,30,0.1765,11.33,0,18.2,0.0,0
INV0002218,C00265,2024-02-17,2024-03-18,1442.59,Enterprise,30,0.0,3.03,0,35.1,0.0,0
INV0004166,C01059,2024-02-17,2024-04-02,32203.45,Mid-market,45,0.0861,0.85,0,7.2,0.0,0
INV0005589,C00151,2024-02-17,2024-03-18,56585.66,Enterprise,30,0.1828,7.97,0,59.0,0.0,0
INV0006988,C00715,2024-02-17,2024-03-03,895.57,Mid-market,15,0.1701,9.86,0,21.0,0.0,0
INV0007156,C00976,2024-02-17,2024-03-18,3555.39,SMB,30,0.2146,9.93,0,11.0,0.0,0
INV0007436,C00552,2024-02-17,2024-03-18,2951.62,Mid-market,30,0.186,13.25,0,37.2,0.0,0
INV0007470,C01774,2024-02-17,2024-03-18,3132.5,Enterprise,30,0.2066,15.08,0,16.2,0.0,0
INV0008449,C01035,2024-02-17,2024-04-02,413.49,SMB,45,0.2679,14.5,0,21.1,0.0,0
INV0009384,C02289,2024-02-17,2024-03-18,6426.51,Mid-market,30,0.0773,4.77,0,26.9,0.0,0
INV0009500,C01598,2024-02-17,2024-03-03,1687.24,Mid-market,15,0.4308,23.12,0,33.5,0.0,1
INV0010251,C01002,2024-02-17,2024-04-02,29027.27,Enterprise,45,0.1327,7.92,0,22.8,0.0,0
INV0015441,C02437,2024-02-17,2024-03-18,880.54,SMB,30,0.1547,4.4,0,18.9,0.0,0
INV0016215,C00573,2024-02-17,2024-03-18,199.02,SMB,30,0.2854,6.67,0,20.4,0.0,0
INV0016466,C01186,2024-02-17,2024-03-18,12880.41,Mid-market,30,0.2797,11.38,0,24.7,0.0,0
INV0017600,C00184,2024-02-17,2024-03-18,6762.98,SMB,30,0.4735,16.89,0,16.0,0.0,1
INV0018051,C01232,2024-02-17,2024-03-18,4226.18,SMB,30,0.1425,0.0,0,27.6,0.0,0
INV0018255,C00106,2024-02-17,2024-03-18,13970.59,Enterprise,30,0.274,6.92,0,16.2,0.0,0
INV0019249,C00689,2024-02-17,2024-04-17,1001.83,SMB,60,0.3927,5.68,0,30.0,0.0,1
INV0019562,C00073,2024-02-17,2024-03-18,1983.51,SMB,30,0.049,4.76,0,24.4,0.0,0
INV0001632,C02375,2024-02-18,2024-04-03,5486.07,SMB,45,0.1481,0.0,0,30.5,0.0,1
INV0001788,C02343,2024-02-18,2024-03-19,1050.54,SMB,30,0.0584,0.0,0,18.4,0.0,0
INV0001835,C01805,2024-02-18,2024-04-18,900.66,Mid-market,60,0.1338,4.01,0,14.0,0.0,0
INV0002027,C01485,2024-02-18,2024-03-04,2976.7,Enterprise,15,0.2711,2.19,0,13.0,0.0,0
INV0002285,C01140,2024-02-18,2024-04-18,1599.39,SMB,60,0.1466,11.89,0,10.2,0.0,0
INV0003606,C02399,2024-02-18,2024-03-19,4630.53,SMB,30,0.3086,9.21,0,56.6,0.0,1
INV0003741,C01844,2024-02-18,2024-03-19,1583.75,SMB,30,0.2435,7.36,0,26.8,0.0,0
INV0003927,C01229,2024-02-18,2024-03-04,8389.37,Mid-market,15,0.3623,19.67,0,22.3,0.0,0
INV0003930,C01908,2024-02-18,2024-03-19,4547.08,SMB,30,0.1183,4.83,0,40.0,0.0,0
INV0004001,C00190,2024-02-18,2024-03-19,694.9,SMB,30,0.2988,15.12,0,12.6,0.0,0
INV0004928,C01072,2024-02-18,2024-03-04,2726.03,SMB,15,0.1858,3.71,0,17.9,0.0,0
INV0005577,C01702,2024-02-18,2024-03-04,1190.8,SMB,15,0.151,3.84,0,10.9,0.0,0
INV0010312,C01930,2024-02-18,2024-04-03,1109.39,Mid-market,45,0.2099,6.34,0,7.7,0.0,0
INV0010905,C00952,2024-02-18,2024-04-18,578.26,SMB,60,0.2969,11.88,1,20.5,0.0,0
INV0013422,C00661,2024-02-18,2024-04-03,2342.77,SMB,45,0.0408,8.12,0,10.0,0.0,0
INV0015044,C02437,2024-02-18,2024-04-18,4040.33,SMB,60,0.2044,0.0,0,70.5,0.0,0
INV0015447,C01439,2024-02-18,2024-03-19,7917.95,SMB,30,0.0784,0.0,0,18.3,0.0,0
INV0015846,C02169,2024-02-18,2024-03-19,434.71,SMB,30,0.3408,16.94,1,19.7,0.0,1
INV0016644,C01903,2024-02-18,2024-03-04,4650.33,SMB,15,0.3561,22.87,0,33.0,0.0,0
INV0017017,C00988,2024-02-18,2024-03-19,1684.5,SMB,30,0.1544,0.0,0,23.0,0.0,0
INV0019581,C01568,2024-02-18,2024-03-19,2203.12,Mid-market,30,0.2498,16.24,0,25.4,0.0,0
INV0019739,C00584,2024-02-18,2024-03-19,3400.63,SMB,30,0.3059,10.17,0,21.0,0.0,0
INV0000252,C00482,2024-02-19,2024-03-20,2365.56,SMB,30,0.2294,14.05,0,23.9,0.0,1
INV0000639,C01821,2024-02-19,2024-04-04,2225.71,Mid-market,45,0.1151,6.14,0,13.2,0.0,0
INV0001102,C02390,2024-02-19,2024-03-20,5317.97,Mid-market,30,0.2533,13.88,0,26.5,0.0,0
INV0002078,C01013,2024-02-19,2024-03-20,3447.78,Mid-market,30,0.2386,8.46,0,22.3,0.0,0
INV0002556,C02458,2024-02-19,2024-03-20,2109.9,Enterprise,30,0.2583,10.28,0,35.5,0.0,1
INV0002901,C02194,2024-02-19,2024-04-19,1014.28,SMB,60,0.2054,0.0,0,52.1,0.0,1
INV0003213,C02313,2024-02-19,2024-04-04,773.03,SMB,45,0.5681,27.32,0,31.3,0.0,1
INV0003477,C01553,2024-02-19,2024-04-04,5360.99,SMB,45,0.2581,2.93,0,21.3,0.0,0
INV0004229,C00026,2024-02-19,2024-04-04,462.98,SMB,45,0.0748,0.0,0,3.3,0.0,0
INV0006642,C01715,2024-02-19,2024-03-20,4375.45,Mid-market,30,0.3959,10.81,0,50.6,0.0,0
INV0008598,C01121,2024-02-19,2024-03-20,1200.4,SMB,30,0.0,2.57,0,16.1,0.0,0
INV0009041,C01403,2024-02-19,2024-03-05,1472.33,SMB,15,0.401,17.83,0,43.3,0.0,0
INV0012262,C01513,2024-02-19,2024-03-20,1389.55,SMB,30,0.0581,14.48,0,17.3,0.0,0
INV0012992,C02170,2024-02-19,2024-04-04,55377.85,Enterprise,45,0.5975,25.98,0,32.8,0.0,0
INV0013487,C01632,2024-02-19,2024-04-04,2414.43,Mid-market,45,0.1064,0.47,0,65.2,0.0,1
INV0015200,C00794,2024-02-19,2024-04-19,1111.62,Mid-market,60,0.0553,7.88,0,18.3,0.0,0
INV0016251,C00610,2024-02-19,2024-04-19,3140.99,Mid-market,60,0.5836,26.97,0,72.5,0.0,1
INV0000569,C00373,2024-02-20,2024-03-21,10749.65,Mid-market,30,0.0254,2.15,0,23.8,0.0,0
INV0002705,C01708,2024-02-20,2024-03-21,19982.21,Enterprise,30,0.2431,6.82,0,18.4,0.0,0
INV0004183,C00532,2024-02-20,2024-03-06,271.81,SMB,15,0.0883,13.55,0,41.2,0.0,0
INV0004450,C00040,2024-02-20,2024-04-05,638.8,SMB,45,0.4348,13.9,0,58.5,0.0,0
INV0005400,C01493,2024-02-20,2024-04-05,1068.22,SMB,45,0.1978,16.79,0,11.8,0.0,0
INV0007548,C02074,2024-02-20,2024-04-05,5479.19,SMB,45,0.2654,0.0,0,23.6,0.0,0
INV0008055,C01475,2024-02-20,2024-03-21,1244.74,SMB,30,0.0868,9.95,0,18.7,0.0,1
INV0008306,C00809,2024-02-20,2024-03-21,1869.08,Mid-market,30,0.0107,6.57,0,57.7,0.0,0
INV0009128,C00709,2024-02-20,2024-04-20,6727.16,Mid-market,60,0.3003,15.14,0,29.5,0.0,0
INV0009138,C00820,2024-02-20,2024-03-21,1076.62,SMB,30,0.1547,8.84,0,11.0,0.0,0
INV0009274,C02375,2024-02-20,2024-04-20,1840.44,SMB,60,0.0,0.46,0,11.4,0.0,1
INV0011841,C00207,2024-02-20,2024-03-21,17008.13,SMB,30,0.4572,16.12,0,12.2,0.0,1
INV0011973,C02299,2024-02-20,2024-03-21,2117.09,Mid-market,30,0.3703,20.28,0,22.5,0.0,0
INV0013731,C02445,2024-02-20,2024-03-21,2448.87,Mid-market,30,0.1116,0.0,0,16.9,0.0,0
INV0014854,C00036,2024-02-20,2024-03-21,386.65,SMB,30,0.1175,5.99,0,11.8,0.0,1
INV0016528,C01669,2024-02-20,2024-03-06,15184.23,SMB,15,0.5547,11.94,0,28.1,0.0,1
INV0017179,C00068,2024-02-20,2024-03-21,1316.88,Mid-market,30,0.1681,11.65,0,13.7,0.0,0
INV0017806,C00938,2024-02-20,2024-03-06,3518.0,Enterprise,15,0.1039,10.14,0,19.5,0.0,0
INV0018003,C00802,2024-02-20,2024-03-06,19419.97,Mid-market,15,0.45,20.79,0,34.7,0.0,1
INV0018811,C01530,2024-02-20,2024-03-21,3782.41,SMB,30,0.3128,7.86,0,15.4,0.0,1
INV0019869,C00788,2024-02-20,2024-04-05,4496.01,Mid-market,45,0.3061,21.57,0,30.2,0.0,0
INV0001778,C01493,2024-02-21,2024-03-22,1130.76,SMB,30,0.1399,10.99,0,22.7,0.0,0
INV0003638,C01166,2024-02-21,2024-03-22,1861.44,SMB,30,0.1218,4.73,0,28.8,0.0,0
INV0006502,C02166,2024-02-21,2024-04-06,4933.43,Enterprise,45,0.2995,11.68,0,31.7,0.0,1
INV0007557,C02318,2024-02-21,2024-03-22,4036.67,SMB,30,0.1544,15.56,0,18.7,0.0,0
INV0008440,C00557,2024-02-21,2024-03-22,565.18,SMB,30,0.4076,15.94,0,11.5,0.0,0
INV0013153,C00988,2024-02-21,2024-03-22,6894.15,SMB,30,0.0,7.44,0,6.9,0.0,0
INV0014455,C00511,2024-02-21,2024-03-22,487.41,SMB,30,0.1902,9.94,0,20.5,0.0,0
INV0014965,C00157,2024-02-21,2024-04-21,5454.95,Mid-market,60,0.1716,2.25,1,25.9,0.0,1
INV0019427,C01230,2024-02-21,2024-03-22,19787.03,Enterprise,30,0.1155,15.64,0,36.4,0.0,0
INV0019958,C01600,2024-02-21,2024-03-22,8543.71,Mid-market,30,0.1957,16.61,0,43.3,0.0,1
INV0019993,C02043,2024-02-21,2024-03-22,2704.14,Mid-market,30,0.1825,9.38,0,22.8,0.0,0
INV0000043,C01949,2024-02-22,2024-03-23,579.33,Enterprise,30,0.6057,14.85,0,71.5,0.0,1
INV0001265,C01524,2024-02-22,2024-03-23,1129.11,SMB,30,0.1193,8.5,0,11.0,0.0,0
INV0001523,C00264,2024-02-22,2024-03-08,4529.64,SMB,15,0.0221,11.73,0,10.1,0.0,0
INV0004830,C00382,2024-02-22,2024-04-22,8447.74,Mid-market,60,0.1092,8.2,0,9.2,0.0,0
INV0005694,C01744,2024-02-22,2024-03-23,2576.52,SMB,30,0.2156,5.82,0,19.1,0.0,0
INV0006772,C02425,2024-02-22,2024-03-08,2908.48,SMB,15,0.18,8.92,0,27.0,0.0,0
INV0007766,C02489,2024-02-22,2024-03-08,1431.34,SMB,15,0.3186,19.73,0,12.4,0.0,0
INV0008593,C02021,2024-02-22,2024-03-08,1305.79,SMB,15,0.0,0.0,0,28.6,0.0,0
INV0010122,C00227,2024-02-22,2024-03-23,1402.9,SMB,30,0.2352,11.91,0,20.5,0.0,0
INV0010809,C01839,2024-02-22,2024-03-23,5022.78,SMB,30,0.3101,20.11,0,24.8,0.0,0
INV0011613,C01040,2024-02-22,2024-03-23,2988.42,Mid-market,30,0.3486,18.66,0,20.5,0.0,0
INV0011874,C01116,2024-02-22,2024-04-07,704.21,SMB,45,0.1717,10.35,0,18.2,0.0,0
INV0012525,C00033,2024-02-22,2024-03-23,6143.15,SMB,30,0.0,1.42,0,24.6,0.0,0
INV0012895,C01248,2024-02-22,2024-04-22,3744.03,Mid-market,60,0.2157,8.01,0,23.5,0.0,0
INV0014476,C01984,2024-02-22,2024-03-08,4313.6,Enterprise,15,0.2843,15.72,0,21.6,0.0,0
INV0014734,C00451,2024-02-22,2024-03-23,942.8,SMB,30,0.3695,11.71,0,29.6,0.0,0
INV0015925,C02464,2024-02-22,2024-04-07,9350.61,SMB,45,0.46,23.49,0,26.8,0.0,0
INV0016424,C00870,2024-02-22,2024-04-07,1437.32,SMB,45,0.1259,5.24,0,31.0,0.0,0
INV0017374,C01943,2024-02-22,2024-03-23,1489.39,Mid-market,30,0.3458,16.15,0,13.2,0.0,0
INV0017389,C00193,2024-02-22,2024-04-07,139.02,SMB,45,0.4474,21.05,0,30.6,0.0,1
INV0018850,C00871,2024-02-22,2024-03-23,2865.34,SMB,30,0.4081,9.61,1,21.2,0.0,1
INV0000287,C00055,2024-02-23,2024-03-24,1676.05,SMB,30,0.1271,1.53,0,19.9,0.0,0
INV0001714,C00647,2024-02-23,2024-04-08,313.83,SMB,45,0.3948,17.05,0,15.8,0.0,1
INV0002083,C00770,2024-02-23,2024-03-24,612.03,SMB,30,0.1979,6.04,0,27.2,0.0,0
INV0002811,C00662,2024-02-23,2024-03-24,5125.6,SMB,30,0.1652,4.79,0,15.0,0.0,0
INV0003772,C02082,2024-02-23,2024-04-08,834.82,SMB,45,0.3692,25.35,0,27.9,0.0,0
INV0005205,C00743,2024-02-23,2024-03-24,1022.72,SMB,30,0.027,6.47,0,25.9,0.0,0
INV0005744,C00073,2024-02-23,2024-04-23,2420.89,SMB,60,0.1405,15.66,0,30.1,0.0,1
INV0005929,C01041,2024-02-23,2024-03-24,1858.92,SMB,30,0.165,16.82,0,18.6,0.0,0
INV0006789,C00452,2024-02-23,2024-04-23,940.38,Enterprise,60,0.4873,15.67,0,33.2,0.0,0
INV0008402,C01684,2024-02-23,2024-03-24,2455.06,SMB,30,0.1409,3.91,0,43.4,0.0,0
INV0009295,C00611,2024-02-23,2024-03-24,774.21,SMB,30,0.0747,0.68,0,28.9,0.0,0
INV0009564,C01321,2024-02-23,2024-04-23,575.33,Mid-market,60,0.2808,12.35,0,32.4,0.0,0
INV0009709,C00176,2024-02-23,2024-04-08,11606.77,SMB,45,0.2761,10.77,0,17.3,0.0,0
INV0013753,C00606,2024-02-23,2024-04-08,2096.49,SMB,45,0.3335,12.03,0,47.7,0.0,1
INV0017053,C00016,2024-02-23,2024-04-08,636.89,SMB,45,0.1061,4.53,0,24.9,0.0,1
INV0017595,C00831,2024-02-23,2024-03-09,2196.09,SMB,15,0.1937,2.79,0,15.1,0.0,1
INV0019611,C00938,2024-02-23,2024-03-24,10596.61,Enterprise,30,0.2071,4.95,0,13.1,0.0,0
INV0000761,C02409,2024-02-24,2024-03-25,23398.67,Mid-market,30,0.3023,16.65,0,23.9,0.0,0
INV0003455,C02230,2024-02-24,2024-04-24,1733.39,SMB,60,0.2093,0.0,1,18.2,0.0,0
INV0004072,C01604,2024-02-24,2024-03-25,5271.84,Enterprise,30,0.1232,9.11,0,39.8,0.0,0
INV0004415,C02103,2024-02-24,2024-03-10,64437.23,Mid-market,15,0.3738,6.82,0,32.1,0.0,1
INV0005617,C01271,2024-02-24,2024-03-25,2627.6,Mid-market,30,0.4726,22.43,0,31.0,0.0,0
INV0007085,C02399,2024-02-24,2024-03-10,236.15,SMB,15,0.2957,15.85,0,40.1,0.0,0
INV0008624,C01782,2024-02-24,2024-04-09,1055.81,SMB,45,0.2734,14.38,0,25.9,0.0,0
INV0008759,C02339,2024-02-24,2024-04-09,5279.67,SMB,45,0.3247,14.83,0,18.9,0.0,1
INV0009150,C00651,2024-02-24,2024-04-09,124.94,SMB,45,0.1052,4.7,1,55.3,0.0,0
INV0010569,C02322,2024-02-24,2024-04-24,292.6,SMB,60,0.0535,0.2,0,19.0,0.0,0
INV0012211,C00013,2024-02-24,2024-03-25,1017.1,SMB,30,0.1833,11.57,0,42.6,0.0,0
INV0012247,C01959,2024-02-24,2024-03-25,9193.64,Mid-market,30,0.12,5.29,0,27.2,0.0,0
INV0015462,C01368,2024-02-24,2024-03-25,803.61,SMB,30,0.3898,18.59,0,26.8,0.0,0
INV0015970,C01535,2024-02-24,2024-03-25,7178.16,Mid-market,30,0.3068,14.15,0,21.0,0.0,0
INV0017134,C01828,2024-02-24,2024-03-25,913.92,SMB,30,0.5365,15.04,0,34.9,0.0,1
INV0018424,C02185,2024-02-24,2024-03-10,1099.54,SMB,15,0.5611,22.68,0,16.3,0.0,1
INV0019701,C01176,2024-02-24,2024-03-25,1831.52,Mid-market,30,0.1323,10.01,0,25.6,0.0,0
INV0002836,C00396,2024-02-25,2024-04-10,3223.72,SMB,45,0.0,0.0,0,36.0,0.0,0
INV0004248,C02367,2024-02-25,2024-03-11,3676.6,SMB,15,0.0983,4.47,0,25.3,0.0,0
